ACCESSION_NUMBER,NONDERIV_HOLDING_SK,SECURITY_TITLE,SECURITY_TITLE_FN,SHRS_OWND_FOLWNG_TRANS,SHRS_OWND_FOLWNG_TRANS_FN,VALU_OWND_FOLWNG_TRANS,VALU_OWND_FOLWNG_TRANS_FN,DIRECT_INDIRECT_OWNERSHIP,DIRECT_INDIRECT_OWNERSHIP_FN,NATURE_OF_OWNERSHIP,NATURE_OF_OWNERSHIP_FN,FILING_DATE,PERIOD_OF_REPORT,DATE_OF_ORIG_SUB,NO_SECURITIES_OWNED,NOT_SUBJECT_SEC16,FORM3_HOLDINGS_REPORTED,FORM4_TRANS_REPORTED,DOCUMENT_TYPE,ISSUERCIK,ISSUERNAME,ISSUERTRADINGSYMBOL,REMARKS,cik,ticker,sector,industry,filed_date
0001209191-20-064642,151261,Restricted Share Units,F5,13500.0,F7,,,D,,,,21-DEC-2020,18-DEC-2020,,,0,,,4,1644675,Mimecast Ltd,MIME,"Exhibit 24 Power of Attorney (incorporated by reference to Power of Attorney filed as Exhibit 24 to Form 3 filed by the Reporting Person on April 2, 2018).",0001644675,,,,2020-12-21
0001209191-20-064642,151258,Ordinary Shares,,1456876.0,,,,I,,By Declaration of Trust of Peter Bauer,F3,21-DEC-2020,18-DEC-2020,,,0,,,4,1644675,Mimecast Ltd,MIME,"Exhibit 24 Power of Attorney (incorporated by reference to Power of Attorney filed as Exhibit 24 to Form 3 filed by the Reporting Person on April 2, 2018).",0001644675,,,,2020-12-21
0000050725-20-000088,117213,Common Stock,,1958.0,F2,,,I,,by ESOP,,21-DEC-2020,17-DEC-2020,,,0,,,4,50725,GRIFFON CORP,GFF,,0000050725,GFF,,,2020-12-21
0000050725-20-000087,268867,Common Stock,,2810.0,F2,,,I,,By ESOP,,21-DEC-2020,17-DEC-2020,,,0,,,4,50725,GRIFFON CORP,GFF,,0000050725,GFF,,,2020-12-21
0000050725-20-000087,268868,Common Stock,,40298.0,,,,I,,By Spouse and Children,,21-DEC-2020,17-DEC-2020,,,0,,,4,50725,GRIFFON CORP,GFF,,0000050725,GFF,,,2020-12-21
0000050725-20-000086,231196,Common Stock,,2431.0,,,,I,,by ESOP,,21-DEC-2020,17-DEC-2020,,,0,,,4,50725,GRIFFON CORP,GFF,,0000050725,GFF,,,2020-12-21
0000050725-20-000085,240376,Common Stock,,2563.0,,,,I,,By ESOP,,21-DEC-2020,17-DEC-2020,,,0,,,4,50725,GRIFFON CORP,GFF,,0000050725,GFF,,,2020-12-21
0001209191-20-064636,170837,Common Stock,,0.0,,,,D,,,,21-DEC-2020,21-DEC-2020,,0.0,,,,3,1740332,"RESIDEO TECHNOLOGIES, INC.",REZI,Exhibit List Exhibit 24 - Power of Attorney,0001740332,REZI,,,2020-12-21
0001225208-20-014928,135156,Common,,79760.0,F1,,,D,,,,21-DEC-2020,18-DEC-2020,,,,,,4,55067,KELLOGG CO,K,,0000055067,K,,,2020-12-21
0001567619-20-021418,225222,Common Stock,,880.0,,,,I,,by Lotus,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021418,225221,Common Stock,,4659.0,,,,I,,by Sr. Staff,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021418,225220,Common Stock,,99537.0,,,,I,,by Staff 2001,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021418,225219,Common Stock,,3199.0,,,,I,,by Kapital Joe,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021418,225218,Common Stock,,2159.0,,,,D,,by ADC 2010,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021418,225232,Common Stock,,12461.0,,,,I,,,,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021418,225231,Common Stock,,37383.0,,,,I,,by Incentive 2007,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021418,225230,Common Stock,,74765.0,,,,I,,by Staff 2007,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021418,225229,Common Stock,,9175000.0,,,,I,,by Sr. Staff 2007,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021418,225228,Common Stock,,8239199.0,,,,I,,by TS Bio,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021418,225227,Common Stock,,295.0,,,,I,,by TS AquaCulture,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021418,225226,Common Stock,,885.0,,,,I,,by Incentive 2006,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021418,225225,Common Stock,,1770.0,,,,I,,by Staff 2006,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021418,225224,Common Stock,,5775.0,,,,I,,by Sr. Staff 2006,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021418,225223,Common Stock,,20.0,,,,I,,by Third Security,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001225208-20-014926,164800,Common Shares,,304504.0,,,,I,,By J A M N Ltd. Partnership LLC,,21-DEC-2020,18-DEC-2020,,,,,,4,1418121,"Apple Hospitality REIT, Inc.",APLE,,0001418121,APLE,,,2020-12-21
0001225208-20-014926,164801,Common Shares,,32807.0,,,,I,,By J. Knight Generation Skipping Irrevocable Trust,,21-DEC-2020,18-DEC-2020,,,,,,4,1418121,"Apple Hospitality REIT, Inc.",APLE,,0001418121,APLE,,,2020-12-21
0000905148-20-001301,120040,Common Stock,,29111.0,,,,I,,By Hochschild Remainder Trust,F2,21-DEC-2020,17-DEC-2020,,,,,,4,1393612,Discover Financial Services,DFS,,0001393612,,,,2020-12-21
0001209191-20-064629,189354,Ordinary Shares,,71889.0,,,,I,,By Trust,F2,21-DEC-2020,10-DEC-2020,,,0,,,4,1408710,Fabrinet,FN,,0001408710,FN,,,2020-12-21
0001567619-20-021414,150245,Common Stock,,9175000.0,,,,I,,by TS Bio,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021414,150241,Common Stock,,1770.0,,,,I,,by Sr. Staff 2006,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021414,150246,Common Stock,,74765.0,,,,I,,by Sr. Staff 2007,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021414,150247,Common Stock,,37383.0,,,,I,,by Staff 2007,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021414,150248,Common Stock,,12461.0,,,,I,,by Incentive 2007,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021414,150249,Common Stock,,2159.0,,,,I,,by Spouse,,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021414,150240,Common Stock,,5775.0,,,,I,,by Third Security,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021414,150244,Common Stock,,8239199.0,,,,I,,by TS AquaCulture,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021414,150243,Common Stock,,295.0,,,,I,,by Incentive 2006,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021414,150242,Common Stock,,885.0,,,,I,,by Staff 2006,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021414,150235,Common Stock,,3199.0,,,,I,,by ADC 2010,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021414,150236,Common Stock,,99537.0,,,,I,,by Kapital Joe,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021414,150237,Common Stock,,4659.0,,,,I,,by Staff 2001,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021414,150238,Common Stock,,880.0,,,,I,,by Sr. Staff,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001567619-20-021414,150239,Common Stock,,20.0,,,,I,,by Lotus,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0000899243-20-034694,243297,Common Stock,,2307975.0,,,,I,,By Trust,F2,21-DEC-2020,18-DEC-2020,,,0,,,4,1771515,Grocery Outlet Holding Corp.,GO,The reporting person disclaims beneficial ownership of all indirectly held securities except to the extent of his pecuniary interest therein.,0001771515,GO,,,2020-12-21
0000899243-20-034694,243298,Common Stock,,2307975.0,,,,I,,By Trust,F3,21-DEC-2020,18-DEC-2020,,,0,,,4,1771515,Grocery Outlet Holding Corp.,GO,The reporting person disclaims beneficial ownership of all indirectly held securities except to the extent of his pecuniary interest therein.,0001771515,GO,,,2020-12-21
0001127602-20-032097,136806,Common Shares Of Beneficial Interest,,0.0,,,,D,,,,21-DEC-2020,17-DEC-2020,,0.0,,,,3,906107,EQUITY RESIDENTIAL,EQR,,0000906107,EQR,,,2020-12-21
0000899243-20-034693,223347,Common Stock,,2126670.0,,,,I,,By Lindberg Revocable Trust,F4,21-DEC-2020,16-DEC-2020,,,0,,,4,1771515,Grocery Outlet Holding Corp.,GO,,0001771515,GO,,,2020-12-21
0000899243-20-034693,223348,Common Stock,,701500.0,,,,I,,By Lindberg Irrevocable Trust,F5,21-DEC-2020,16-DEC-2020,,,0,,,4,1771515,Grocery Outlet Holding Corp.,GO,,0001771515,GO,,,2020-12-21
0000899243-20-034693,223350,Common Stock,,460.0,,,,I,,By spouse,,21-DEC-2020,16-DEC-2020,,,0,,,4,1771515,Grocery Outlet Holding Corp.,GO,,0001771515,GO,,,2020-12-21
0000899243-20-034693,223349,Common Stock,,460.0,,,,I,,By child,,21-DEC-2020,16-DEC-2020,,,0,,,4,1771515,Grocery Outlet Holding Corp.,GO,,0001771515,GO,,,2020-12-21
0001567619-20-021408,254226,Common Stock,,132.0,,,,I,,by Spouse,,21-DEC-2020,17-DEC-2020,,,0,,,4,1603978,"AquaBounty Technologies, Inc.",AQB,,0001603978,AQB,,,2020-12-21
0001246360-20-001971,134476,Class A Common Stock,,44949.0,,,,D,,,,21-DEC-2020,17-DEC-2020,,,false,,,4,1336917,"Under Armour, Inc.",UAA,Does not include Class C Common Stock held by the Reporting Person.,0001336917,UA,,,2020-12-21
0001246360-20-001970,164243,Class C Common Stock,,274667.0,,,,D,,,,21-DEC-2020,17-DEC-2020,,,false,,,4,1336917,"Under Armour, Inc.",UA,Does not include Class A Common Stock held by the Reporting Person.,0001336917,UA,,,2020-12-21
0001419536-20-000130,185373,Common Stock,,173154.0,,,,D,,By Spouse,,21-DEC-2020,17-DEC-2020,,,0,,,4,1419536,Capital Bancorp Inc,CBNK,,0001419536,CBNK,,,2020-12-21
0001419536-20-000130,185374,Common Stock,,29560.0,,,,I,,,,21-DEC-2020,17-DEC-2020,,,0,,,4,1419536,Capital Bancorp Inc,CBNK,,0001419536,CBNK,,,2020-12-21
0001235468-20-000210,247704,Common Stock,,873379.0,,,,I,,By the William P. Angrick III 2005 Irrevocable Trust,F2,21-DEC-2020,21-DEC-2020,,,0,,,4,1235468,LIQUIDITY SERVICES INC,LQDT,,0001235468,LQDT,,,2020-12-21
0001235468-20-000210,247705,Common Stock,,575513.0,,,,I,,By the Stephanie S. Angrick 2005 Irrevocable Trust,F3,21-DEC-2020,21-DEC-2020,,,0,,,4,1235468,LIQUIDITY SERVICES INC,LQDT,,0001235468,LQDT,,,2020-12-21
0001235468-20-000210,247706,Common Stock,,114699.0,,,,I,,By the Stephanie S. Angrick Revocable Trust,F3,21-DEC-2020,21-DEC-2020,,,0,,,4,1235468,LIQUIDITY SERVICES INC,LQDT,,0001235468,LQDT,,,2020-12-21
0001225208-20-014924,191750,Common Stock,,4645.64,,,,I,,By 401(k),,21-DEC-2020,17-DEC-2020,,,,,,4,92230,TRUIST FINANCIAL CORP,TFC,,0000092230,TFC-PR,,,2020-12-21
0001213900-20-043800,131680,Common Stock,,33515.0,,,,I,,See Footnote,F1,21-DEC-2020,17-DEC-2020,,,0,,,4,1701758,Lovesac Co,LOVE,,0001701758,LOVE,,,2020-12-21
0001213900-20-043800,131681,Common Stock,,1703171.0,,,,I,,See Footnote,F2,21-DEC-2020,17-DEC-2020,,,0,,,4,1701758,Lovesac Co,LOVE,,0001701758,LOVE,,,2020-12-21
0001104659-20-138055,231970,Common Stock,,3778.0,F2,,,D,,,,21-DEC-2020,18-DEC-2020,,,0,,,4,1517006,"Gatos Silver, Inc.",GATO,,0001517006,,,,2020-12-21
0001447362-20-000299,141020,Common Stock,,159329.0,,,,I,,By trust,F5,21-DEC-2020,18-DEC-2020,,,0,,,4,1447362,CASTLE BIOSCIENCES INC,CSTL,,0001447362,CSTL,,,2020-12-21
0001193805-20-001579,144123,"Class A Common Stock, $0.001 par value",F1,7774600.0,,,,I,,By RC Ventures LLC,F2,21-DEC-2020,17-DEC-2020,,0.0,,,,3,1326380,GameStop Corp.,GME,,0001326380,GME,,,2020-12-21
0001209191-20-064618,147047,Common Stock,,120600.0,,,,I,,Held by various trusts,,21-DEC-2020,17-DEC-2020,,,0,,,4,1504619,PennantPark Floating Rate Capital Ltd.,PFLT,,0001504619,PFLT,,,2020-12-21
0001209191-20-064617,209474,Common Stock,,177581.0,,,,I,,Held by various trusts,,21-DEC-2020,17-DEC-2020,,,0,,,4,1383414,PENNANTPARK INVESTMENT CORP,PNNT,,0001383414,PNNT,,,2020-12-21
0001161697-20-000578,134155,Common Stock,,3005000.0,,,,D,,,,21-DEC-2020,15-DEC-2020,,,0,,,4,1074828,"KNOW LABS, INC.",KNWN,,0001074828,KNW,,,2020-12-21
0001104659-20-138043,115100,"Common Stock, par value $0.01 per share",,7452.0,F1,,,D,,,,21-DEC-2020,31-JUL-2018,31-JUL-2018,0.0,,,,3/A,1295947,Prestige Consumer Healthcare Inc.,PBH,,0001295947,PBH,,,2020-12-21
0001161697-20-000576,225604,Common Stock,,520934.0,,,,D,,.,F1,21-DEC-2020,15-DEC-2020,,,0,,,4,1074828,"KNOW LABS, INC.",KNWN,,0001074828,KNW,,,2020-12-21
0001161697-20-000576,225605,Common Stock,,3334.0,,,,I,,.,F2,21-DEC-2020,15-DEC-2020,,,0,,,4,1074828,"KNOW LABS, INC.",KNWN,,0001074828,KNW,,,2020-12-21
0001161697-20-000576,225606,Common Stock,,1467.0,,,,I,,.,F3,21-DEC-2020,15-DEC-2020,,,0,,,4,1074828,"KNOW LABS, INC.",KNWN,,0001074828,KNW,,,2020-12-21
0001161697-20-000576,225607,Common Stock,,20335.0,,,,I,,.,F4,21-DEC-2020,15-DEC-2020,,,0,,,4,1074828,"KNOW LABS, INC.",KNWN,,0001074828,KNW,,,2020-12-21
0001161697-20-000576,225608,Common Stock,,910001.0,,,,I,,.,F5,21-DEC-2020,15-DEC-2020,,,0,,,4,1074828,"KNOW LABS, INC.",KNWN,,0001074828,KNW,,,2020-12-21
0001161697-20-000576,225609,Common Stock,,2014.0,,,,I,,,,21-DEC-2020,15-DEC-2020,,,0,,,4,1074828,"KNOW LABS, INC.",KNWN,,0001074828,KNW,,,2020-12-21
0001289419-20-000283,193567,Common Stock,,150000.0,,,,I,,ByTrust,F11,21-DEC-2020,17-DEC-2020,,,,,,4,1289419,"Morningstar, Inc.",MORN,,0001289419,MORN,,,2020-12-21
0001437749-20-025707,171988,Common Stock,,21574.66,F1,,,I,,Trust-Directors' Deferred Comp Plan,,21-DEC-2020,25-AUG-2020,,,,,,4,835324,"Stock Yards Bancorp, Inc.",SYBT,,0000835324,SYBT,,,2020-12-21
0001140361-20-029006,171337,Class A Common Stock,,150000.0,,,,I,,Indirect,F4,21-DEC-2020,17-DEC-2020,,,,,,4,1084869,1 800 FLOWERS COM INC,FLWS,,0001084869,FLWS,,,2020-12-21
0001140361-20-029006,171336,Class A Common Stock,,207526.0,,,,I,,Indirect,F4,21-DEC-2020,17-DEC-2020,,,,,,4,1084869,1 800 FLOWERS COM INC,FLWS,,0001084869,FLWS,,,2020-12-21
0001140361-20-029006,171335,Class A Common Stock,,164318.0,,,,I,,Indirect,F4,21-DEC-2020,17-DEC-2020,,,,,,4,1084869,1 800 FLOWERS COM INC,FLWS,,0001084869,FLWS,,,2020-12-21
0001140361-20-029006,171338,Class A Common Stock,,110.0,,,,I,,Indirect,F5,21-DEC-2020,17-DEC-2020,,,,,,4,1084869,1 800 FLOWERS COM INC,FLWS,,0001084869,FLWS,,,2020-12-21
0001780989-20-000078,161117,Common Stock,,8210.0,F1,,,D,,,,21-DEC-2020,10-DEC-2020,,0.0,,,,3,60977,LYDALL INC /DE/,LDL,,0000060977,,,,2020-12-21
0001780989-20-000078,161116,Common Stock,,2504.0,,,,D,,,,21-DEC-2020,10-DEC-2020,,0.0,,,,3,60977,LYDALL INC /DE/,LDL,,0000060977,,,,2020-12-21
0000899243-20-034677,183605,Common Stock,,27730863.0,,,,D,,,,21-DEC-2020,17-DEC-2020,,,0,,,4,1047127,"AMKOR TECHNOLOGY, INC.",AMKR,,0001047127,AMKR,,,2020-12-21
0000899243-20-034675,202764,Common Stock,,30293021.0,,,,D,,,,21-DEC-2020,17-DEC-2020,,,0,,,4,1047127,"AMKOR TECHNOLOGY, INC.",AMKR,,0001047127,AMKR,,,2020-12-21
0000899243-20-034673,233776,Class B Common Stock,,23334.0,,,,I,,See Footnote,F2,21-DEC-2020,11-DEC-2020,,,0,,,4,43920,"GREIF, INC","GEF, GEFB",,0000043920,GEF-B,,,2020-12-21
0000899243-20-034673,233775,Class B Common Stock,,525140.0,,,,I,,See Footnote,F1,21-DEC-2020,11-DEC-2020,,,0,,,4,43920,"GREIF, INC","GEF, GEFB",,0000043920,GEF-B,,,2020-12-21
0000899243-20-034673,233777,Class A Common Stock,,6770.0,,,,D,,,,21-DEC-2020,11-DEC-2020,,,0,,,4,43920,"GREIF, INC","GEF, GEFB",,0000043920,GEF-B,,,2020-12-21
0000095953-20-000160,217247,Common Stock,,9910.19,,,,D,,,,21-DEC-2020,21-DEC-2020,,,0,,,4,95953,SYNALLOY CORP,SYNL,,0000095953,ACNT,,,2020-12-21
0001415889-20-002996,216338,Common Stock,,3750.0,,,,I,,By Spouse,,21-DEC-2020,18-DEC-2020,,,,,,4,1461755,"Atlantic Capital Bancshares, Inc.",ACBI,,0001461755,,,,2020-12-21
0001213900-20-043751,180480,Common Stock,,653981.0,,,,I,,See footnote,F2,21-DEC-2020,17-DEC-2020,,,0,,,4,1741231,"Tattooed Chef, Inc.",TTCF,,0001741231,,,,2020-12-21
0001464631-20-000010,160564,Common Stock,,49905.0,,,,I,,By Spouse IRA,,21-DEC-2020,18-DEC-2020,,,0,,,4,1449794,"Embassy Bancorp, Inc.",emyb,,0001449794,EMYB,,,2020-12-21
0001464631-20-000010,160562,Common Stock,,491.01,,,,I,,By PUGTMA for Grandchild,,21-DEC-2020,18-DEC-2020,,,0,,,4,1449794,"Embassy Bancorp, Inc.",emyb,,0001449794,EMYB,,,2020-12-21
0001464631-20-000010,160563,Common Stock,,128306.0,,,,I,,By IRA,,21-DEC-2020,18-DEC-2020,,,0,,,4,1449794,"Embassy Bancorp, Inc.",emyb,,0001449794,EMYB,,,2020-12-21
0001593968-20-002387,191693,Common Stock,,15000.0,,,,I,,By LLC,,21-DEC-2020,18-DEC-2020,,,,,,4,740663,FIRST OF LONG ISLAND CORP,FLIC,,0000740663,,,,2020-12-21
0001567619-20-021401,131269,Common Stock,,80438.0,F5,,,I,,By 401(k),,21-DEC-2020,17-DEC-2020,,,0,,,4,1778784,"Provident Bancorp, Inc. /MD/",PVBC,,0001778784,PVBC,,,2020-12-21
0001567619-20-021401,131270,Common Stock,,9534.0,F5,,,I,,By ESOP,,21-DEC-2020,17-DEC-2020,,,0,,,4,1778784,"Provident Bancorp, Inc. /MD/",PVBC,,0001778784,PVBC,,,2020-12-21
0001567619-20-021399,133191,Common Stock,,40159.0,F5,,,I,,By 401(k),,21-DEC-2020,17-DEC-2020,,,0,,,4,1778784,"Provident Bancorp, Inc. /MD/",PVBC,,0001778784,PVBC,,,2020-12-21
0001567619-20-021399,133192,Common Stock,,9543.0,F5,,,I,,By ESOP,,21-DEC-2020,17-DEC-2020,,,0,,,4,1778784,"Provident Bancorp, Inc. /MD/",PVBC,,0001778784,PVBC,,,2020-12-21
0001567619-20-021397,242754,Common Stock,,83942.0,,,,I,,By 401(k),,21-DEC-2020,17-DEC-2020,,,0,,,4,1778784,"Provident Bancorp, Inc. /MD/",PVBC,,0001778784,PVBC,,,2020-12-21
0001567619-20-021397,242751,Common Stock,,8600.0,,,,I,,By IRA,,21-DEC-2020,17-DEC-2020,,,0,,,4,1778784,"Provident Bancorp, Inc. /MD/",PVBC,,0001778784,PVBC,,,2020-12-21
0001567619-20-021397,242752,Common Stock,,9543.0,F7,,,I,,By ESOP,,21-DEC-2020,17-DEC-2020,,,0,,,4,1778784,"Provident Bancorp, Inc. /MD/",PVBC,,0001778784,PVBC,,,2020-12-21
0001567619-20-021397,242753,Common Stock,,16638.0,,,,I,,By Spouse,,21-DEC-2020,17-DEC-2020,,,0,,,4,1778784,"Provident Bancorp, Inc. /MD/",PVBC,,0001778784,PVBC,,,2020-12-21
0001209191-20-064608,126205,Common,,27390.0,,,,I,,IRA,,21-DEC-2020,17-DEC-2020,,,0,,,4,944745,"CIVISTA BANCSHARES, INC.",CIVBP,,0000944745,CIVB,,,2020-12-21
0000900440-20-000203,178215,Common Stock,,237.0,,,,I,,401(k),,21-DEC-2020,18-DEC-2020,,,,,,4,102729,VALMONT INDUSTRIES INC,VMI,,0000102729,VMI,,,2020-12-21
0001729888-20-000004,207166,Common Stock,,2508.0,,,,I,,By IRA,,21-DEC-2020,18-DEC-2020,,,0,,,4,1449794,"Embassy Bancorp, Inc.",emyb,,0001449794,EMYB,,,2020-12-21
0001729888-20-000004,207167,Common Stock,,2000.0,,,,I,,By Spouse IRA,,21-DEC-2020,18-DEC-2020,,,0,,,4,1449794,"Embassy Bancorp, Inc.",emyb,,0001449794,EMYB,,,2020-12-21
0001745285-20-000043,213595,Common Stock,,125969.0,,,,I,,See footnote.,F3,21-DEC-2020,17-DEC-2020,,,0,,,4,1098972,AGENUS INC,AGEN,,0001098972,AGEN,,,2020-12-21
0001745285-20-000043,213596,Common Stock,,704046.0,,,,I,,See footnote.,F4,21-DEC-2020,17-DEC-2020,,,0,,,4,1098972,AGENUS INC,AGEN,,0001098972,AGEN,,,2020-12-21
0001464629-20-000004,175985,Common Stock,,20391.0,,,,I,,By IRA,,21-DEC-2020,18-DEC-2020,,,0,,,4,1449794,"Embassy Bancorp, Inc.",emyb,,0001449794,EMYB,,,2020-12-21
0001127602-20-032091,195355,Common Stock,,4665.9,,,,I,,Held In Trust Under Issuer's Retirement Plan,,21-DEC-2020,18-DEC-2020,,,,,,4,58492,LEGGETT & PLATT INC,LEG,,0000058492,LEG,,,2020-12-21
0000763563-20-000137,191479,Common Stock,,14966.81,,,,I,,By Qualified Plan,,21-DEC-2020,18-DEC-2020,,,,,,4,763563,CHEMUNG FINANCIAL CORP,CHMG,,0000763563,CHMG,,,2020-12-21
0001564618-20-000088,198625,Common Stock,,2195.0,,,,D,,By Alicia K. Harrison Revocable Living Trust,,21-DEC-2020,24-NOV-2020,,,0,,,4,1564618,"Independent Bank Group, Inc.",IBTX,,0001564618,,,,2020-12-21
0001564618-20-000088,198626,Common Stock,,100.0,,,,I,,,,21-DEC-2020,24-NOV-2020,,,0,,,4,1564618,"Independent Bank Group, Inc.",IBTX,,0001564618,,,,2020-12-21
0001127602-20-032089,184516,Common Stock,,3114.92,,,,I,,Held in Trust Under Issuer's Retirement Plan,,21-DEC-2020,18-DEC-2020,,,,,,4,58492,LEGGETT & PLATT INC,LEG,,0000058492,LEG,,,2020-12-21
0001127602-20-032089,184515,Common Stock,,1000.0,,,,I,,By Spouse,,21-DEC-2020,18-DEC-2020,,,,,,4,58492,LEGGETT & PLATT INC,LEG,,0000058492,LEG,,,2020-12-21
0001127602-20-032087,118063,Common Stock,,23096.78,,,,I,,Held In Trust Under Issuer's Retirement Plan,,21-DEC-2020,18-DEC-2020,,,,,,4,58492,LEGGETT & PLATT INC,LEG,,0000058492,LEG,,,2020-12-21
0000763563-20-000135,211526,Common Stock,,5154.42,F1,,,I,,By Qualified Plan,,21-DEC-2020,18-DEC-2020,,,,,,4,763563,CHEMUNG FINANCIAL CORP,CHMG,,0000763563,CHMG,,,2020-12-21
0001627223-20-000047,229696,Common Stock,,512076.0,,,,I,,By GRAT,,21-DEC-2020,18-DEC-2020,,,0,,,4,1627223,Chemours Co,CC,,0001627223,CC,,,2020-12-21
0000763563-20-000133,118949,Common Stock,,276.06,F1,,,I,,By Qualified Plan,,21-DEC-2020,18-DEC-2020,,,,,,4,763563,CHEMUNG FINANCIAL CORP,CHMG,,0000763563,CHMG,,,2020-12-21
0000763563-20-000131,261594,Common Stock,,1300.1,F1,,,I,,By Qualified Plan,,21-DEC-2020,18-DEC-2020,,,,,,4,763563,CHEMUNG FINANCIAL CORP,CHMG,,0000763563,CHMG,,,2020-12-21
0000899243-20-034661,261917,Common Stock,,1000.0,F4,,,I,,Restricted Stock Award,,21-DEC-2020,18-DEC-2020,,,0,,,4,1013272,NORWOOD FINANCIAL CORP,NWFL,,0001013272,NWFL,,,2020-12-21
