ACCESSION_NUMBER,NONDERIV_HOLDING_SK,SECURITY_TITLE,SECURITY_TITLE_FN,TRANS_FORM_TYPE,SHRS_OWND_FOLWNG_TRANS,SHRS_OWND_FOLWNG_TRANS_FN,VALU_OWND_FOLWNG_TRANS,DIRECT_INDIRECT_OWNERSHIP,DIRECT_INDIRECT_OWNERSHIP_FN,NATURE_OF_OWNERSHIP,NATURE_OF_OWNERSHIP_FN,FILING_DATE,PERIOD_OF_REPORT,DATE_OF_ORIG_SUB,NO_SECURITIES_OWNED,NOT_SUBJECT_SEC16,FORM3_HOLDINGS_REPORTED,FORM4_TRANS_REPORTED,DOCUMENT_TYPE,ISSUERCIK,ISSUERNAME,ISSUERTRADINGSYMBOL,REMARKS,cik,ticker,sector,industry,filed_date
0001567619-21-016411,1953218,"Common Stock, $0.01 par value",,,392756.0,,,I,,By Family Trust,,27-AUG-2021,26-AUG-2021,,,0,,,4,1600033,"e.l.f. Beauty, Inc.",ELF,,0001600033,ELF,,,2021-08-27
0001567619-21-016411,1953217,"Common Stock, $0.01 par value",,,392756.0,,,I,,By Family Trust,,27-AUG-2021,26-AUG-2021,,,0,,,4,1600033,"e.l.f. Beauty, Inc.",ELF,,0001600033,ELF,,,2021-08-27
0001104659-21-110558,1953000,"Common Stock, par value $0.01 per share",,,62142733.0,,,I,,JAB Indulgence B.V.,F7,27-AUG-2021,25-AUG-2021,,,0,,,4,1857154,"Krispy Kreme, Inc.",DNUT,,0001857154,DNUT,,,2021-08-27
0001209191-21-053617,1953194,Common Stock,,,11919.0,,,D,,,,27-AUG-2021,28-JUL-2021,,0.0,,,,3,1655075,"Armstrong Flooring, Inc.",AFI,,0001655075,,,,2021-08-27
0001683168-21-003964,1953512,"Common Stock, no par value",,,27343.0,,,I,,See Footnote,F2,27-AUG-2021,26-AUG-2021,,,0,,,4,814586,"Lifeway Foods, Inc.",LWAY,,0000814586,LWAY,,,2021-08-27
0001127602-21-024406,1953232,Ordinary Shares,,,146454.48,,,D,,,,27-AUG-2021,25-AUG-2021,,,,,,4,1579241,Allegion plc,ALLE,,0001579241,ALLE,,,2021-08-27
0001567619-21-016406,1952894,Common Stock,,,706643.0,,,D,,,,27-AUG-2021,25-AUG-2021,,,0,,,4,1668397,"Medpace Holdings, Inc.",MEDP,,0001668397,MEDP,,,2021-08-27
0001104659-21-110547,1953320,Common Stock,,,810161.0,,,I,,By Spouse,,27-AUG-2021,26-AUG-2021,,,0,,,4,1818382,"Humacyte, Inc.",HUMA,,0001818382,HUMAW,,,2021-08-27
0001104659-21-110545,1953148,Common Stock,,,810161.0,,,I,,By spouse,,27-AUG-2021,26-AUG-2021,,0.0,,,,3,1818382,"Humacyte, Inc.",HUMA,Exhibit List: Exhibit 24.1 - Power of Attorney,0001818382,HUMAW,,,2021-08-27
0001500217-21-000113,1953447,"Common Stock, par value $0.01",,,6344158.0,,,I,,By ERT,F2,27-AUG-2021,26-AUG-2021,,,0,,,4,1500217,"American Assets Trust, Inc.",AAT,,0001500217,AAT,,,2021-08-27
0001500217-21-000113,1953448,"Common Stock, par value $0.01",,,1255336.0,,,I,,By ICW,F3,27-AUG-2021,26-AUG-2021,,,0,,,4,1500217,"American Assets Trust, Inc.",AAT,,0001500217,AAT,,,2021-08-27
0001500217-21-000113,1953449,"Common Stock, par value $0.01",,,719341.0,,,I,,By RF,F4,27-AUG-2021,26-AUG-2021,,,0,,,4,1500217,"American Assets Trust, Inc.",AAT,,0001500217,AAT,,,2021-08-27
0001500217-21-000113,1953452,"Common Stock, par value $0.01",,,253374.0,,,D,F7,,,27-AUG-2021,26-AUG-2021,,,0,,,4,1500217,"American Assets Trust, Inc.",AAT,,0001500217,AAT,,,2021-08-27
0001500217-21-000113,1953451,"Common Stock, par value $0.01",,,92495.0,,,I,,By ESRT,F6,27-AUG-2021,26-AUG-2021,,,0,,,4,1500217,"American Assets Trust, Inc.",AAT,,0001500217,AAT,,,2021-08-27
0001500217-21-000113,1953450,"Common Stock, par value $0.01",,,200000.0,,,I,,By EIC,F5,27-AUG-2021,26-AUG-2021,,,0,,,4,1500217,"American Assets Trust, Inc.",AAT,,0001500217,AAT,,,2021-08-27
0001104659-21-110543,1952983,Common Stock,,,810161.0,,,D,,,,27-AUG-2021,26-AUG-2021,,,0,,,4,1818382,"Humacyte, Inc.",HUMA,,0001818382,HUMAW,,,2021-08-27
0001104659-21-110541,1953233,Common Stock,,,810161.0,,,D,,,,27-AUG-2021,26-AUG-2021,,0.0,,,,3,1818382,"Humacyte, Inc.",HUMA,Exhibit List: Exhibit 24.1 - Power of Attorney,0001818382,HUMAW,,,2021-08-27
0001445305-21-000136,1953485,Class A Common Stock,,,270976.0,,,D,,,,27-AUG-2021,25-AUG-2021,,,0,,,4,1445305,WORKIVA INC,WK,,0001445305,WK,,,2021-08-27
0001209191-21-053611,1953470,"Woodward, Inc. Common Stock",,,2933.0,,,I,,By Woodward Retirement Savings Plan,F2,27-AUG-2021,25-AUG-2021,,,0,,,4,108312,"Woodward, Inc.",WWD,,0000108312,WWD,,,2021-08-27
0001638599-21-000686,1953402,Common Shares,,,5262.0,,,D,,,,27-AUG-2021,25-AUG-2021,,0.0,,,,3,917251,AGREE REALTY CORP,ADC,"Exhibit 24, Power of Attorney, is attached.",0000917251,ADC-PA,,,2021-08-27
0001415889-21-004115,1953001,Class A common stock,,,2580.0,F3,,D,,,,27-AUG-2021,25-AUG-2021,,,,,,4,1535527,"CrowdStrike Holdings, Inc.",CRWD,,0001535527,CRWD,,,2021-08-27
0001209191-21-053604,1953375,Common Stock 12520L 109,,,2779.0,,,I,,Colleen O'Dell - Custodian for Sarah F. O'Dell,,27-AUG-2021,26-AUG-2021,,,0,,,4,1070680,CF BANKSHARES INC.,CFBK,,0001070680,CFBK,,,2021-08-27
0001209191-21-053604,1953376,Common Stock 12520L 109,,,5454.0,,,I,,Colleen O'Dell - Spouse,,27-AUG-2021,26-AUG-2021,,,0,,,4,1070680,CF BANKSHARES INC.,CFBK,,0001070680,CFBK,,,2021-08-27
0001708138-21-000066,1953107,Common Stock,,,2218.0,,,I,,By 401(k) Plan,,27-AUG-2021,25-AUG-2021,,,0,,,4,872589,"REGENERON PHARMACEUTICALS, INC.",REGN,,0000872589,REGN,,,2021-08-27
0001708138-21-000066,1953108,Common Stock,,,141977.0,,,I,,by CLAT,,27-AUG-2021,25-AUG-2021,,,0,,,4,872589,"REGENERON PHARMACEUTICALS, INC.",REGN,,0000872589,REGN,,,2021-08-27
0001708138-21-000066,1953110,Common Stock,,,3609.0,,,I,,by trust for grandch,F1,27-AUG-2021,25-AUG-2021,,,0,,,4,872589,"REGENERON PHARMACEUTICALS, INC.",REGN,,0000872589,REGN,,,2021-08-27
0001708138-21-000066,1953109,Common Stock,,,37747.0,,,I,,by Spouse as Trustee,,27-AUG-2021,25-AUG-2021,,,0,,,4,872589,"REGENERON PHARMACEUTICALS, INC.",REGN,,0000872589,REGN,,,2021-08-27
0001179110-21-008452,1953401,Common Stock,,,0.0,,,D,,,,27-AUG-2021,16-AUG-2021,,0.0,,,,3,815556,FASTENAL CO,FAST,,0000815556,FAST,,,2021-08-27
0001209191-21-053599,1953116,Common Stock,,,122063.0,,,D,,,,27-AUG-2021,18-AUG-2021,19-AUG-2021,,0,,,4/A,1212458,PROOFPOINT INC,PFPT,"The gift of shares reported in Form 4 filed on August 19, 2021 (""Form 4"") was cancelled prior to its completion.  This amendment to Form 4 is filed to report the Reporting Person's direct and indirect holdings after giving effect to the cancellation of such gift.",0001212458,,,,2021-08-27
0001209191-21-053599,1953115,Common Stock,,,261918.0,,,I,,By family trust,,27-AUG-2021,18-AUG-2021,19-AUG-2021,,0,,,4/A,1212458,PROOFPOINT INC,PFPT,"The gift of shares reported in Form 4 filed on August 19, 2021 (""Form 4"") was cancelled prior to its completion.  This amendment to Form 4 is filed to report the Reporting Person's direct and indirect holdings after giving effect to the cancellation of such gift.",0001212458,,,,2021-08-27
0000899243-21-034421,1952899,Common Stock,,,250000.0,,,I,,By LLC,F1,27-AUG-2021,26-AUG-2021,,,0,,,4,1284812,"COHEN & STEERS, INC.",CNS,,0001284812,CNS,,,2021-08-27
0000899243-21-034417,1953386,Common Stock,,,950920.0,,,I,,By The Sunnyridge GST Exempt Family Trust,F2,27-AUG-2021,26-AUG-2021,,,0,,,4,1284812,"COHEN & STEERS, INC.",CNS,,0001284812,CNS,,,2021-08-27
0000899243-21-034417,1953385,Common Stock,,,3838897.0,,,I,,By The Hilltop GST Non-Exempt Descendants' Trust,F1,27-AUG-2021,26-AUG-2021,,,0,,,4,1284812,"COHEN & STEERS, INC.",CNS,,0001284812,CNS,,,2021-08-27
0000899243-21-034417,1953387,Common Stock,,,334.0,,,I,,By the Hamilton-Steers 2017 Trust FB Robert H. Steers,F4,27-AUG-2021,26-AUG-2021,,,0,,,4,1284812,"COHEN & STEERS, INC.",CNS,,0001284812,CNS,,,2021-08-27
0001209191-21-053596,1952910,Common Stock,,,1788.18,,,I,,by 401k,F2,27-AUG-2021,26-AUG-2021,,,0,,,4,884219,VIAD CORP,VVI,,0000884219,PRSU,,,2021-08-27
0000074260-21-000091,1953294,Common Stock,,,715000.0,,,I,,By IRAs,,27-AUG-2021,26-AUG-2021,,,0,,,4,74260,OLD REPUBLIC INTERNATIONAL CORP,ORI,,0000074260,ORI,,,2021-08-27
0001530721-21-000154,1953069,"Ordinary shares, no par value",,,0.0,,,D,,,,27-AUG-2021,24-AUG-2021,,0.0,,,,3,1530721,Capri Holdings Ltd,CPRI,,0001530721,CPRI,,,2021-08-27
0001209191-21-053583,1953088,Class C Google Stock Units,F4,,1270.0,,,D,,,,27-AUG-2021,25-AUG-2021,,,0,,,4,1652044,Alphabet Inc.,GOOG,,0001652044,GOOG,Communication Services,Internet Content & Information,2021-08-27
0001209191-21-053583,1953087,Class A Common Stock,,,447.0,,,D,,,,27-AUG-2021,25-AUG-2021,,,0,,,4,1652044,Alphabet Inc.,GOOG,,0001652044,GOOG,Communication Services,Internet Content & Information,2021-08-27
0001209191-21-053581,1953412,Common Stock Par Value $0.01 per share,,,1167.0,,,I,F3,by wife,,27-AUG-2021,26-AUG-2021,,,0,,,4,763901,"POPULAR, INC.",BPOP,,0000763901,BPOPM,,,2021-08-27
0001209191-21-053579,1952957,Common Stock Par Value $0.01 per share,,,7566.79,F3,,I,,by son,F4,27-AUG-2021,26-AUG-2021,,,0,,,4,763901,"POPULAR, INC.",BPOP,,0000763901,BPOPM,,,2021-08-27
0001567619-21-016398,1953301,Common Stock,,,1724324.0,,,I,,"Color Up, LLC",F1,27-AUG-2021,25-AUG-2021,,0.0,,,,3,1642985,"Parking REIT, Inc.",--,Power of Attorney attached as Exhibit 24.1,0001642985,,,,2021-08-27
0001567619-21-016394,1953077,Common Stock,,,1724324.0,,,I,,"Color Up, LLC",F1,27-AUG-2021,25-AUG-2021,,0.0,,,,3,1642985,"Parking REIT, Inc.",--,Power of Attorney attached as Exhibit 24.1,0001642985,,,,2021-08-27
0001567619-21-016393,1953336,Common Stock,,,1724324.0,,,D,F1,,,27-AUG-2021,25-AUG-2021,,0.0,,,,3,1642985,"Parking REIT, Inc.",--,Power of Attorney attached as Exhibit 24.1,0001642985,,,,2021-08-27
0001567619-21-016392,1953015,Common Stock,,,1724324.0,,,I,,"Color Up, LLC",F1,27-AUG-2021,25-AUG-2021,,0.0,,,,3,1642985,"Parking REIT, Inc.",--,Power of Attorney attached as Exhibit 24.1,0001642985,,,,2021-08-27
0001638599-21-000685,1952868,Common Stock,,,30300.0,,,I,,Held in Fred and Anne Stratton 2012 Family Trust,,27-AUG-2021,25-AUG-2021,,,0,,,4,106532,WEYCO GROUP INC,WEYS,,0000106532,WEYS,,,2021-08-27
0001638599-21-000685,1952867,Common Stock,,,20000.0,,,I,,Held in Fred and Anne Youngclaus Stratton Revocable Trust of 2005 of which Fred is a Trustee,,27-AUG-2021,25-AUG-2021,,,0,,,4,106532,WEYCO GROUP INC,WEYS,,0000106532,WEYS,,,2021-08-27
0001567619-21-016391,1953016,Common Stock,,,1724324.0,,,I,,"Color Up, LLC",,27-AUG-2021,25-AUG-2021,,0.0,,,,3,1642985,"Parking REIT, Inc.",--,Power of Attorney attached as Exhibit 24.1,0001642985,,,,2021-08-27
0001562180-21-005596,1953292,Common Stock,,,15.0,,,I,,By Son,,27-AUG-2021,25-AUG-2021,,,false,,,4,820318,II-VI INC,IIVI,,0000820318,COHR,,,2021-08-27
0001562180-21-005596,1953291,Common Stock,,,15.0,,,I,,By Daughter,,27-AUG-2021,25-AUG-2021,,,false,,,4,820318,II-VI INC,IIVI,,0000820318,COHR,,,2021-08-27
0001127602-21-024384,1953289,Common Stock,,,16263.0,,,D,,By Son,,27-AUG-2021,26-AUG-2021,,,,,,4,37785,FMC CORP,FMC,,0000037785,FMC,,,2021-08-27
0001127602-21-024384,1953290,Common Stock,,,10.0,,,I,,,,27-AUG-2021,26-AUG-2021,,,,,,4,37785,FMC CORP,FMC,,0000037785,FMC,,,2021-08-27
0001127602-21-024382,1953275,Common Stock,,,1175.0,F1,,D,,,,27-AUG-2021,10-MAY-2018,,0.0,,,,3,7536,ARROW ELECTRONICS INC,ARW,,0000007536,ARW,,,2021-08-27
0001104659-21-110356,1953118,Common Units,,,9500.0,,,I,,SEE FOOTNOTE,F3,27-AUG-2021,26-AUG-2021,,,0,,,4,1504461,NGL Energy Partners LP,NGL,,0001504461,NGL-PC,,,2021-08-27
0001104659-21-110356,1953119,Common Units,,,870.0,,,I,,SEE FOOTNOTE,F4,27-AUG-2021,26-AUG-2021,,,0,,,4,1504461,NGL Energy Partners LP,NGL,,0001504461,NGL-PC,,,2021-08-27
0000104918-21-000051,1953501,Common Stock,,,2454.0,,,D,,Shares Held by Trustee,,27-AUG-2021,25-AUG-2021,,,0,,,4,104918,AVISTA CORP,AVA,,0000104918,AVA,,,2021-08-27
0000104918-21-000051,1953502,Shares Held in Executive Deferral Plan,,,9774.0,,,I,,,,27-AUG-2021,25-AUG-2021,,,0,,,4,104918,AVISTA CORP,AVA,,0000104918,AVA,,,2021-08-27
0001127602-21-024379,1953193,COMMON STOCK - BROKER,,,2800.0,,,D,,,,27-AUG-2021,18-AUG-2021,,0.0,,,,3,894671,OHIO VALLEY BANC CORP,OVBC,,0000894671,OVBC,,,2021-08-27
0001628280-21-017689,1953047,American Depository Shares,F1,,450000.0,,,D,,,,27-AUG-2021,11-AUG-2021,,0.0,,,,3,1705338,Spark Networks SE,LOV,,0001705338,,,,2021-08-27
0001562180-21-005589,1953225,Common Stock,,,37989.0,,,D,,,,27-AUG-2021,26-AUG-2021,,,false,,,4,876437,MGIC INVESTMENT CORP,MTG,,0000876437,MTG,,,2021-08-27
0001562180-21-005588,1953219,Common Stock,,,5000.0,,,D,,,,27-AUG-2021,26-AUG-2021,,,false,,,4,876437,MGIC INVESTMENT CORP,MTG,,0000876437,MTG,,,2021-08-27
0001562180-21-005587,1953142,Common Stock,,,20000.0,,,D,,,,27-AUG-2021,26-AUG-2021,,,false,,,4,876437,MGIC INVESTMENT CORP,MTG,,0000876437,MTG,,,2021-08-27
0001127602-21-024371,1952988,Common Stock,,,118862.65,F2,,D,,FNF 401(k) account,,27-AUG-2021,25-AUG-2021,,,,,,4,1331875,"Fidelity National Financial, Inc.",FNF,,0001331875,FNF,,,2021-08-27
0001127602-21-024371,1952989,Common Stock,,,492.65,,,I,,,,27-AUG-2021,25-AUG-2021,,,,,,4,1331875,"Fidelity National Financial, Inc.",FNF,,0001331875,FNF,,,2021-08-27
0001127602-21-024370,1952879,Common Stock,,,55007.0,F1,,D,,,,27-AUG-2021,11-APR-2007,,,,,,4,708955,FIRST FINANCIAL BANCORP /OH/,FFBC,,0000708955,FFBC,,,2021-08-27
0001562180-21-005585,1953420,Common Stock,,,11504.0,F3,,D,,,,27-AUG-2021,26-AUG-2021,,,false,,,4,876437,MGIC INVESTMENT CORP,MTG,,0000876437,MTG,,,2021-08-27
0001562180-21-005584,1953368,Common Stock,,,10000.0,,,D,,,,27-AUG-2021,26-AUG-2021,,,false,,,4,876437,MGIC INVESTMENT CORP,MTG,,0000876437,MTG,,,2021-08-27
0001562180-21-005583,1953048,Common Stock,,,25000.0,,,I,,By a Trust,,27-AUG-2021,26-AUG-2021,,,false,,,4,876437,MGIC INVESTMENT CORP,MTG,,0000876437,MTG,,,2021-08-27
0001577289-21-000008,1953355,Common Stock,,,4166.62,F2,,I,,By 401(K) Plan,,27-AUG-2021,27-AUG-2021,,,0,,,4,277638,DAVEY TREE EXPERT CO,NONE,,0000277638,,,,2021-08-27
0001639825-21-000260,1953312,Class A Common Stock,,,0.0,,,D,,,,27-AUG-2021,18-AUG-2021,,0.0,,,,3,1639825,"PELOTON INTERACTIVE, INC.",PTON,Exhibit 24 - Power of Attorney,0001639825,PTON,,,2021-08-27
0000071829-21-000126,1953117,Common Stock,,,25000.0,,,I,,by Trust,,27-AUG-2021,26-AUG-2021,,,0,,,4,71829,NEWPARK RESOURCES INC,NR,,0000071829,NPKI,,,2021-08-27
0001493152-21-021378,1952869,"Common Stock, $0.0001 par value",,,1315363.0,,,I,,By Trust,,27-AUG-2021,25-AUG-2021,,,0,,,4,1349929,"Vyant Bio, Inc.",VYNT,,0001349929,,,,2021-08-27
0001104659-21-110073,1952912,Common Stock,,,66672.0,,,I,,By KSOP,,27-AUG-2021,25-AUG-2021,,,0,,,4,1538263,"HomeTrust Bancshares, Inc.",HTBI,,0001538263,HTB,,,2021-08-27
0001104659-21-110073,1952913,Common Stock,,,19200.0,,,I,,By Spouse,,27-AUG-2021,25-AUG-2021,,,0,,,4,1538263,"HomeTrust Bancshares, Inc.",HTBI,,0001538263,HTB,,,2021-08-27
0001209191-21-053568,1953360,"Common Stock, $.10 par value (2010 SIP)",,,46620.0,F3,,D,,,,27-AUG-2021,25-AUG-2021,,,0,,,4,79282,"BROWN & BROWN, INC.",BRO,,0000079282,BRO,,,2021-08-27
0001209191-21-053568,1953361,"Common Stock, $.10 par value (2019 SIP)",,,3968.0,F4,,D,,,,27-AUG-2021,25-AUG-2021,,,0,,,4,79282,"BROWN & BROWN, INC.",BRO,,0000079282,BRO,,,2021-08-27
0001870120-21-000007,1953471,Common Stock,,,19167.0,,,I,,"Shares held by Cottingham Capital Partners, LLC. of which Mr. Young is a manager.",,27-AUG-2021,26-AUG-2021,,,0,,,4,1471727,Better Choice Co Inc.,BTTR,,0001471727,SRXH,,,2021-08-27
0001213900-21-045182,1953128,Class A Common Stock,,,2167000.0,,,I,,"By BRF Investments, LLC","F2, F3, F1",27-AUG-2021,24-AUG-2021,,,0,,,4,1805077,"Eos Energy Enterprises, Inc.",EOSE,,0001805077,EOSEW,,,2021-08-27
0001213900-21-045182,1953133,Class A Common Stock,,,5000.0,,,I,,,,27-AUG-2021,24-AUG-2021,,,0,,,4,1805077,"Eos Energy Enterprises, Inc.",EOSE,,0001805077,EOSEW,,,2021-08-27
0001213900-21-045182,1953130,Class A Common Stock,,,5000.0,,,I,,"By Bryant R. Riley, as UTMA custodian for Susan Riley","F2, F1",27-AUG-2021,24-AUG-2021,,,0,,,4,1805077,"Eos Energy Enterprises, Inc.",EOSE,,0001805077,EOSEW,,,2021-08-27
0001213900-21-045182,1953131,Class A Common Stock,,,5000.0,,,I,,"By Bryant R. Riley, as UTMA custodian for Abigail Riley","F2, F1",27-AUG-2021,24-AUG-2021,,,0,,,4,1805077,"Eos Energy Enterprises, Inc.",EOSE,,0001805077,EOSEW,,,2021-08-27
0001213900-21-045182,1953132,Class A Common Stock,,,5000.0,,,I,,"By Bryant R. Riley, as UTMA custodian for Eloise Riley","F2, F1",27-AUG-2021,24-AUG-2021,,,0,,,4,1805077,"Eos Energy Enterprises, Inc.",EOSE,,0001805077,EOSEW,,,2021-08-27
0001213900-21-045182,1953127,Class A Common Stock,,,3871250.0,,,I,,"By B. Riley Principal Sponsor Co. II, LLC","F2, F1",27-AUG-2021,24-AUG-2021,,,0,,,4,1805077,"Eos Energy Enterprises, Inc.",EOSE,,0001805077,EOSEW,,,2021-08-27
0001213900-21-045182,1953129,Class A Common Stock,,,20000.0,,,D,F4,"By Bryant R. Riley, as UTMA custodian for Charlie Riley","F2, F1",27-AUG-2021,24-AUG-2021,,,0,,,4,1805077,"Eos Energy Enterprises, Inc.",EOSE,,0001805077,EOSEW,,,2021-08-27
0000950142-21-002754,1953243,Class A Common Stock,,,1350000.0,,,D,,See footnote,F6,26-AUG-2021,24-AUG-2021,,,0,,,4,1411494,"Apollo Global Management, Inc.",APO,,0001411494,,,,2021-08-26
0000950142-21-002754,1953244,Class A Common Stock,,,1800000.0,,,I,,,,26-AUG-2021,24-AUG-2021,,,0,,,4,1411494,"Apollo Global Management, Inc.",APO,,0001411494,,,,2021-08-26
0001387131-21-008986,1953252,Common Stock,,,2824.0,,,D,,,,26-AUG-2021,24-AUG-2021,,,0,,,4,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",CHTR,,0001091667,CHTR,,,2021-08-26
0001387131-21-008986,1953253,Common Stock,,,2824.0,,,D,,,,26-AUG-2021,24-AUG-2021,,,0,,,4,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",CHTR,,0001091667,CHTR,,,2021-08-26
0001387131-21-008986,1953254,Common Stock,,,2824.0,,,D,,,,26-AUG-2021,24-AUG-2021,,,0,,,4,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",CHTR,,0001091667,CHTR,,,2021-08-26
0001387131-21-008986,1953255,Common Stock,,,2824.0,,,D,,,,26-AUG-2021,24-AUG-2021,,,0,,,4,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",CHTR,,0001091667,CHTR,,,2021-08-26
0001387131-21-008986,1953256,Common Stock,,,2824.0,,,D,,,,26-AUG-2021,24-AUG-2021,,,0,,,4,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",CHTR,,0001091667,CHTR,,,2021-08-26
0001387131-21-008986,1953251,Common Stock,,,2824.0,,,D,,,,26-AUG-2021,24-AUG-2021,,,0,,,4,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",CHTR,,0001091667,CHTR,,,2021-08-26
0001387131-21-008986,1953250,Common Stock,,,2824.0,,,D,,,,26-AUG-2021,24-AUG-2021,,,0,,,4,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",CHTR,,0001091667,CHTR,,,2021-08-26
0001387131-21-008986,1953257,Common Stock,,,2824.0,,,D,,,,26-AUG-2021,24-AUG-2021,,,0,,,4,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",CHTR,,0001091667,CHTR,,,2021-08-26
0001387131-21-008986,1953261,Common Stock,,,2824.0,,,D,,,,26-AUG-2021,24-AUG-2021,,,0,,,4,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",CHTR,,0001091667,CHTR,,,2021-08-26
0001387131-21-008986,1953260,Common Stock,,,2824.0,,,D,,,,26-AUG-2021,24-AUG-2021,,,0,,,4,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",CHTR,,0001091667,CHTR,,,2021-08-26
0001387131-21-008986,1953259,Common Stock,,,2824.0,,,D,,,,26-AUG-2021,24-AUG-2021,,,0,,,4,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",CHTR,,0001091667,CHTR,,,2021-08-26
0001387131-21-008986,1953258,Common Stock,,,2824.0,,,D,,,,26-AUG-2021,24-AUG-2021,,,0,,,4,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",CHTR,,0001091667,CHTR,,,2021-08-26
0000899243-21-034386,1953356,Class A Common Stock,,,5074.0,,,D,,,,26-AUG-2021,24-AUG-2021,,,0,,,4,1559720,"Airbnb, Inc.",ABNB,,0001559720,ABNB,,,2021-08-26
0000899243-21-034378,1953029,Class A Common Stock,,,141.0,,,I,,By Trust,,26-AUG-2021,25-AUG-2021,,,0,,,4,1559720,"Airbnb, Inc.",ABNB,,0001559720,ABNB,,,2021-08-26
0001493152-21-021367,1953519,Class B Common Stock,,,2333.0,,,D,F2,,,26-AUG-2021,24-AUG-2021,,,0,,,4,1705012,"Fat Brands, Inc",FAT,,0001705012,FATBP,,,2021-08-26
0001493152-21-021367,1953518,Class A Common Stock,,,23332.0,,,D,F2,,,26-AUG-2021,24-AUG-2021,,,0,,,4,1705012,"Fat Brands, Inc",FAT,,0001705012,FATBP,,,2021-08-26
0001209191-21-053561,1953516,Common Stock,,,1814375.0,,,D,,,,26-AUG-2021,19-AUG-2021,,0.0,,,,3,1357459,"PALISADE BIO, INC.",PALI,,0001357459,PALI,,,2021-08-26
0000076605-21-000164,1953146,Common Stock,,,182237.0,,,I,,Consists of shares held by family members and shares held in a limited liability corporation,,26-AUG-2021,24-AUG-2021,,,0,,,4,76605,PATRICK INDUSTRIES INC,PATK,,0000076605,PATK,,,2021-08-26
0001562180-21-005581,1953334,Class A common stock,,,638091.0,,,D,,,,26-AUG-2021,24-AUG-2021,,,false,,,4,1734722,"UiPath, Inc.",PATH,,0001734722,PATH,,,2021-08-26
0001437749-21-021056,1953227,Common Stock,,,110215.0,,,D,,,,26-AUG-2021,23-AUG-2021,,0.0,,,,3,1777921,"AvePoint, Inc.",AVPT,"Effective August 23, 2021, James Caci began his employment as the Issuer's Chief Financial Officer. In connection with his appointment, Mr. Caci will serve as the Issuer's principal financial and accounting officer.",0001777921,AVPT,,,2021-08-26
0001689923-21-000082,1953337,Class A Common Stock,,,93448.0,F1,,D,,"By The Dean A. Stoecker Trust dated December 16, 2013",F7,26-AUG-2021,25-AUG-2021,,,0,,,4,1689923,"Alteryx, Inc.",AYX,,0001689923,,,,2021-08-26
0001689923-21-000082,1953338,Class A Common Stock,,,60000.0,,,I,,"By TAILY, LLC",F4,26-AUG-2021,25-AUG-2021,,,0,,,4,1689923,"Alteryx, Inc.",AYX,,0001689923,,,,2021-08-26
0001689923-21-000082,1953339,Class A Common Stock,,,12449.0,,,I,,"By TRILY, LLC",F4,26-AUG-2021,25-AUG-2021,,,0,,,4,1689923,"Alteryx, Inc.",AYX,,0001689923,,,,2021-08-26
0001689923-21-000082,1953340,Class A Common Stock,,,10599.0,,,I,,,,26-AUG-2021,25-AUG-2021,,,0,,,4,1689923,"Alteryx, Inc.",AYX,,0001689923,,,,2021-08-26
0001415889-21-004104,1953212,Common Stock,,,1779.0,F3,,I,,401(k) Plan for spouse,,26-AUG-2021,25-AUG-2021,,,,,,4,1042729,MERCANTILE BANK CORP,MBWM,,0001042729,MBWM,,,2021-08-26
0001415889-21-004104,1953211,Common Stock,,,41180.0,F3,,I,,401(k) Plan,,26-AUG-2021,25-AUG-2021,,,,,,4,1042729,MERCANTILE BANK CORP,MBWM,,0001042729,MBWM,,,2021-08-26
0001415889-21-004104,1953210,Common Stock,,,433.0,,,I,,By spouse in IRA,,26-AUG-2021,25-AUG-2021,,,,,,4,1042729,MERCANTILE BANK CORP,MBWM,,0001042729,MBWM,,,2021-08-26
0000899243-21-034323,1953126,Common Stock,,,14871.0,F4,,D,,,,26-AUG-2021,24-AUG-2021,,,0,,,4,1826892,"BioAtla, Inc.",BCAB,,0001826892,BCAB,,,2021-08-26
0001209191-21-053548,1952931,Class A Common Stock,,,15626.0,,,I,,By Robert Eugene Tortorete,F5,26-AUG-2021,24-AUG-2021,,,0,,,4,1617553,"ZIPRECRUITER, INC.",ZIP,,0001617553,ZIP,,,2021-08-26
0001209191-21-053548,1952932,Class A Common Stock,,,42213.0,,,I,,By Matthew Siegel,F5,26-AUG-2021,24-AUG-2021,,,0,,,4,1617553,"ZIPRECRUITER, INC.",ZIP,,0001617553,ZIP,,,2021-08-26
