ticker,score_date,headlines,actual_return,haiku,sonnet,opus,fwd_ret
CEG,2026-06-16,"[""Constellation Energy Stock vs Vistra Stock: Which AI Power Play Has More Upside?"", ""Constellation Energy Corporation (CEG) Gets a Buy from Wells Fargo"", ""Constellation Energy Corp. stock rises Monday, outperforms market"", ""Constellation Energy (NASDAQ: CEG) Reshapes Its Investment Case With $3.09 Billion Equity Raise And AI Power Contracts"", ""What Constellation Energy (CEG)'s AI-Focused Clean Power Expansion Means For Shareholders"", ""Constellation Energy (CEG) Passes Another Regulatory Hurdle For Three Mile Island Nuclear Plant"", ""How Constellation\u2019s US$3.09 Billion Equity Raise And AI Power Deals At Constellation Energy (CEG) Has Changed Its Investment Story"", ""Constellation Energy (CEG) Completes $90M Limerick Clean Energy Center Outage Upgrade""]",0.02809701037051073,72.0,78.0,42.0,0.02809701037051073
CFG,2026-06-16,"[""Citizens Financial Group (CFG) is a Great Momentum Stock: Should You Buy?"", ""CFG Reinstated by Stephens & Co. -- Announces Price Target at $6"", ""Why (CFG) Price Action Is Critical for Tactical Trading"", ""Citizens Financial Group Names Chris Emerson Head of Investor Relations"", ""Citizens Financial (CFG) Coverage Resumed with Equal Weight Rati""]",0.010703155294082155,35.0,15.0,15.0,0.010703155294082155
CHRW,2026-06-16,"[""CHRW Downgraded by Citigroup -- Rating Adjusted to Neutral"", ""Datadog upgraded, Accenture downgraded: Wall Street's top analyst calls"", ""Citi turns cautious on trucking stocks as valuation concerns outweigh earnings ups""]",-0.01230193583606485,-35.0,-25.0,-35.0,-0.01230193583606485
CI,2026-06-16,"[""ADBE.CI Stock Price and Chart \u2014 BCBA:ADBE.CI"", ""Wolfe Research lowers Cigna stock price target to $315 on pharmacy transition"", ""Cigna (CI): Buy, Sell, or Hold Post Q1 Earnings?"", ""Patriot Acquisition Corp./CI (PTACU) Stock Price, News & Analysis"", ""TEAM.CI Stock Price and Chart \u2014 BCBA:TEAM.CI"", ""RAGH.CI Stock Price and Chart \u2014 BCBA:RAGH.CI"", ""META.CI Stock Price and Chart \u2014 BCBA:META.CI"", ""ROKU.CI Stock Price and Chart \u2014 BCBA:ROKU.CI"", ""PYPL.CI Stock Price and Chart \u2014 BCBA:PYPL.CI""]",-0.03357550413390429,-15.0,-5.0,-15.0,-0.03357550413390429
CINF,2026-06-16,"[""Why Cincinnati Financial (CINF) is a Great Dividend Stock Right Now""]",0.0039001889162333394,72.0,70.0,35.0,0.0039001889162333394
CLS,2026-06-16,"[""Celestica (CLS) Beats Stock Market Upswing: What Investors Need to Know"", ""Celestica (TSX:CLS) Stock After New Texas AI Campus Plan How Does The Valuation Stack Up"", ""Is Celestica Inc. (CLS) A Good Stock To Buy Now?"", ""Jabil's Q3 Earnings Coming Up: How Should You Play the Stock?""]",-0.013533711933114891,45.0,65.0,30.0,-0.013533711933114891
CMCSA,2026-06-16,"[""Comcast (CMCSA) Stock Valuation After Recent Share Price Weakness"", ""Panagora Asset Management Inc. Sells 128,707 Shares of Comcast Corporation $CMCSA"", ""Comcast (CMCSA) Stock Attracts Attention As Cash Flows And Peacock Progress Support Undervalued Case"", ""Is Comcast (CMCSA) One of the Top 10 Income Stocks with the Highest Upside Potential?"", ""Comcast Has Fallen 33% From Its High. Peacock Turning Profitable in Q2 Could Be the Turning Point"", ""Comcast Class A Shareholders Reject $107M Co-CEO Pay as Stock Slid 20%"", ""Comcast Corporation (NASDAQ:CMCSA) Given Consensus Rating of \""Hold\"" by Brokerages"", ""LRT Capital Management LLC Sells 50,358 Shares of Comcast Corporation $CMCSA"", ""Arrowstreet Capital Limited Partnership Decreases Stock Holdings in Comcast Corporation $CMCSA"", ""Roku For Sale? JPMorgan Sees Comcast As The Most Logical Buyer""]",-0.056635678834734124,25.0,-15.0,-15.0,-0.056635678834734124
CMG,2026-06-16,"[""Chipotle Mexican Grill Stock Surges 12%, With A 5-Day Winning Spree"", ""Chipotle (CMG) Stock Valuation After Renewed Optimism On Undervaluation, AI Models And Earnings Expectations"", ""Chipotle Mexican Grill Inc. stock rises Monday, still underperforms market"", ""CAVA Vs CMG: Which Fast Casual Chain Stock Has More Upside On Wall Street?"", ""KFC makes key change that\u2019s not on the menu"", ""Chipotle is testing these 5 things to bring back buzz""]",-0.06347745035512596,72.0,65.0,35.0,-0.06347745035512596
CMS,2026-06-16,"[""CMS Energy (CMS) Stock Valuation After CFO Transition And Leadership Changes"", ""H.C. Wainwright reiterates Halozyme stock rating on CMS rule impact"", ""Why Is CMS Energy Stock Trending Right Now""]",-0.003106790913569254,-25.0,5.0,5.0,-0.003106790913569254
CNP,2026-06-16,"[""Data Center-Driven Industrial Load Pipeline Might Change The Case For Investing In CenterPoint Energy (CNP)"", ""CenterPoint Energy (CNP) Stock Valuation Check After Expanded Long Term Grid Investment Plan""]",-0.00530564129947161,35.0,60.0,35.0,-0.00530564129947161
COHR,2026-06-16,"[""Up 376% in the Last 12 Months, Can Coherent Stock Keep Climbing in 2026?"", ""Coherent, Applied Digital, and Rumble Shares Are Soaring, What You Need To Know"", ""A Look at Coherent Corp (COHR) After 7.5% Gain -- GF Value $83.3"", ""Trending Industry Today: Coherent Leads Losses In NVIDIA Portfolio Stocks"", ""Coherent Trades Higher Than Industry: Is the Premium Justified?"", ""3 Services Stocks to Research Further"", ""Is Garmin Stock Underperforming the Dow?""]",0.11146525351967383,45.0,65.0,45.0,0.11146525351967383
COO,2026-06-16,"[""Cooper Companies (COO) Stock After DCF Discount And High P/E Ratio"", ""ContextLogic CFO & COO buys $97,600 in company stock"", ""Apyx Medical (NASDAQ: APYX) COO awarded stock options on 88,044 shares"", ""RKLB stock suffers worst selloff in 2 years \u2014 president, COO, other insiders cashed out $18M after record highs"", ""Notification of Share Acquisitions by CEO and COO of Octave Intelligence plc"", ""Waste Management (WM) Stock Valuation After Stericycle Deal And New COO Appointment"", ""Splash Beverage (NYSE: SBEV) COO receives 800,000 fully vested options at $0.25"", ""American battery tech COO Steven Wu sells $411,108 in stock"", ""Accel (ACEL) COO\u2019s 25,000-share Rule 10b5-1 stock sale detailed"", ""Gevo president & COO Ryan Michael sells $50,161 in company stock By Investing.com""]",-0.028656278380130542,-35.0,-20.0,0.0,-0.028656278380130542
COST,2026-06-16,"[""Prediction: This Will Be Micron's Stock Price by Late 2027 (Hint: It Implies Big Gains)"", ""AMD Stock Soars. It\u2019s Buying MEXT to Fight Memory Shortage."", ""SpaceX Stock Set for More Than 50% Jump in Just Three Sessions"", ""Why Meta (META) Stock Is Up Today"", ""Are You Pricing Amazon Stock For The Past Or The Future?"", ""Stocks rise as SpaceX fever lifts tech; yen flat after BOJ hikes rates"", ""Truck carriers get broker-style freight rates inside PCS Cortex"", ""Costco Wholesale (COST) Stock Valuation After Strong May Sales And Growing Digital And Gas Volumes"", ""Tesla Stock Traded Its Affordable Car Dream for an AI Moonshot. Here Is the Price."", ""Wall Street rallies, Dow ends with record on US-Iran deal, oil price slide""]",-0.03580696614110127,35.0,60.0,15.0,-0.03580696614110127
CPT,2026-06-16,"[""Camden Property Trust (CPT) Stock Price, Trades & News"", ""Camden Property Trust (CPT) Announces $1.06 Quarterly Dividend"", ""Camden Property Trust Declares Second Quarter Dividend for 2026, Payable on July 17, 2026"", ""Camden Property Trust Announces Second Quarter 2026 Dividend"", ""Camden Property Trust vs. Invitation Homes: Which Real Estate Stock Is a Better Buy in 2026?""]",-0.03008185506459115,35.0,15.0,10.0,-0.03008185506459115
CRH,2026-06-16,"[""Hydrogen and nitrogen veteran Tony Will takes CRH board seat"", ""Tony Will joins CRH (NYSE: CRH) board as new non-management director"", ""Responsive Playbooks and the CRH Inflection""]",-0.014090715965015668,42.0,15.0,15.0,-0.014090715965015668
CRM,2026-06-16,"[""Salesforce To Acquire AI Agent Maker Fin In $3.6 Billion Deal"", ""This Analyst Believes Salesforce (CRM) Stock Is Trading At A 52% Discount"", ""Salesforce Is Consuming Everything Between AI And Itself (NYSE:CRM)"", ""ServiceNow vs. Salesforce: Which Cloud Software Stock Has an Edge Now?"", ""The Billionaire Move Nobody Saw Coming: Why Starboard Value Abandoned CRM For These 2 Stocks"", ""Dow Hits Record High, Nasdaq And S&P 500 Jump On US-Iran Deal And SpaceX Optimism \u2014 SPCX, NVDA, ROKU, CRM, AMZN In Focus"", ""CRM Stock Ticks Up on a Mega-Deal as Salesforce Drops $3.6 Billion to Absorb AI Support Firm Fin"", ""SA analyst upgrades/downgrades: TSLA, CRM, ADBE, SPCX"", ""Salesforce Stock: A New Breakdown Point Could Be Coming Fast (Rating Downgrade) (NYSE:CRM)"", ""Salesforce Stock 10-Day Losing Spree: Stock Falls -21%""]",-0.0716715794662434,72.0,45.0,25.0,-0.0716715794662434
CRWV,2026-06-16,"[""CoreWeave\u2019s (CRWV) New Agentic AI Features Make It A Top Stock To benefit From The Neo Cloud Boom"", ""Is The Market Completely Mispricing CoreWeave Stock?"", ""CoreWeave: The Liabilities Keep On Piling Up (NASDAQ:CRWV)"", ""NBIS and CRWV: Who Owns These 2 AI Infrastructure Stocks Ahead of Their Nasdaq-100 Entry?"", ""CoreWeave (CRWV) Deploys NVIDIA (NVDA) Vera Rubin NVL72, First to Validate at Rack Scale"", ""CoreWeave Stock (CRWV) Rises as Cantor Flags Strong Q2 Backlog Beat"", ""CoreWeave (CRWV) Appears Attractive With Agentic AI Integration Launch"", ""CoreWeave Stock Pops on Nasdaq-100 Inclusion. What to Know."", ""$CRWV stock is up 6% today. Here's what we see in our data."", ""Aptus Capital Advisors LLC Has $4.89 Million Holdings in CoreWeave Inc. $CRWV""]",-0.049047235099048486,72.0,72.0,42.0,-0.049047235099048486
CSGP,2026-06-16,"[""CoStar Group Inc. stock falls Monday, underperforms market"", ""Why These 2 Hotel Stocks Are Beating Travel Peers""]",-0.08601814385561377,-25.0,-20.0,-15.0,-0.08601814385561377
CTAS,2026-06-16,"[""SGC vs. CTAS: Which Stock Is the Better Value Option?"", ""Cintas Corporation $CTAS Shares Purchased by Healthcare of Ontario Pension Plan Trust Fund"", ""CTAS Maintained by Truist Securities -- Price Target Lowered to $225"", ""Q1 Earnings Outperformers: Cintas (NASDAQ:CTAS) And The Rest Of The Industrial & Environmental Services Stocks"", ""Cintas Faces FTC Review in UniFirst Acquisition Plan"", ""Arax Advisory Partners Has $1.67 Million Holdings in Cintas Corporation $CTAS"", ""Tech Stocks Aren't The Only Options For Big Gains"", ""Cintas Corporation $CTAS Shares Bought by Entropy Technologies LP"", ""Landscape Capital Management L.L.C. Raises Position in Cintas Corporation $CTAS"", ""Brown Advisory Inc. Has $163.29 Million Holdings in Cintas Corporation $CTAS""]",-0.0410843160533663,15.0,15.0,15.0,-0.0410843160533663
CTVA,2026-06-16,"[""Corteva (CTVA) Stock After Recent Pullback Is The DCF Upside Still Intact"", ""Corteva (CTVA) Stock Valuation As Industry Commentary Highlights Growth Efforts And Ongoing Headwinds"", ""Entropy Technologies LP Has $2.28 Million Position in Corteva, Inc. $CTVA"", ""The Technical Signals Behind (CTVA) That Institutions Follow"", ""Adams Natural Resources Fund Inc. Reduces Position in Corteva, Inc. $CTVA"", ""Can Higher Avocado Pricing Sustain Mission Produce's Growth?""]",0.025887833910062077,15.0,5.0,5.0,0.025887833910062077
CVS,2026-06-16,"[""CVS Health's Comeback Is Just Getting Started -- and Its Valuation Still Looks Shockingly Cheap"", ""1 Top Wall Street Analyst Thinks CVS Health Could Jump Another 13%. Should You Load Up on the Stock?"", ""Arax Advisory Partners Has $1.80 Million Stock Position in CVS Health Corporation $CVS"", ""CVS Health (CVS) Stock Valuation Check After Strong Recent Returns And Mixed Earnings Signals"", ""CVS Health Corp. stock underperforms Monday when compared to competitors"", ""CVS Health Surges Over 25% Year-to-Date: Why Analysts Keep Lifting Its Price Targets"", ""CVS Health\u2019s Q1 2026 Gross Profit Hit a Multi-Quarter High: Here\u2019s What the Income Statement Reveals"", ""CVS Health Corporation (CVS) Stock Analysis: Navigating a 2.49% Potential Upside Amid Solid Buy Ratings"", ""Focus Partners Wealth Buys 219,979 Shares of CVS Health Corporation $CVS"", ""Mizuho Raises CVS Health (CVS) Price Target on More Stable Policy Environment""]",0.005758556632498009,72.0,65.0,42.0,0.005758556632498009
D,2026-06-16,"[""Why D-Wave Quantum Shares Are Soaring Today"", ""D-Wave Leads Quantum Computing Stocks Higher as These Experts See More Gains Ahead"", ""Stock Market Today, June 15: D-Wave Quantum Jumps After Mizuho Raises Price Target on Roadmap Progress"", ""Dominion Energy (D) Stock Valuation Check After Recent Gains And Offshore Wind Investment Plans"", ""Why is D Wave Quantum stock surging today?"", ""Nancy Pelosi Stock Tracker Highlights D-Wave's 35% Surge Since $100 Million CHIPS Act Investment"", ""Quantum Computing and D-Wave Quantum Jump 12%, Rigetti Climbs 9%, IonQ Gains 6% Amid Risk-On Optimism"", ""Mizuho raises D-Wave Quantum stock price target on roadmap progress"", ""1 Dividend Stock I\u2019d Feel Good About Holding for the Next 7 Years"", ""NextEra Deal Recasts Dominion Energy As Data Center And Renewables Powerhouse""]",-0.006715315101790602,72.0,85.0,72.0,-0.006715315101790602
DD,2026-06-16,"[""Three Days Left To Buy EQUINOX NEPREMICNINE d.d. (LJSE:EQNX) Before The Ex-Dividend Date"", ""Here Are Monday\u2019s Best Wall Street Analyst Research Calls: Accenture, Caesars Entertainment, Datadog, DuPont, EPAM Systems, Ferrari, Paychex, Rocket Lab, TeraWulf, and More""]",0.0031223502981482837,35.0,20.0,10.0,0.0031223502981482837
DE,2026-06-16,"[""Spotting Winners: Deere (NYSE:DE) And Agricultural Machinery Stocks In Q1"", ""Focus Partners Wealth Boosts Stock Position in Deere & Company $DE"", ""Bollard Group LLC Lowers Stock Holdings in Deere & Company $DE"", ""How Did Wall Street Sleep Through CAT Stock's 150% Surge?"", ""The \u2018right to repair\u2019 movement has a point, but consumers should read the warranty fine print first""]",0.02272386223483848,42.0,15.0,5.0,0.02272386223483848
DELL,2026-06-16,"[""A $1.24 Trillion Reason to Buy Dell Stock Now"", ""Dell Stock And The Best Kind Of Problem"", ""Dell Stock Gains on $1.44 Billion Air Force Contract Win"", ""Michael Dell's Net Worth Jumps $72 Billion on Dell Rally, and Analysts Predict Further Gains"", ""Dell (DELL) Stock Is Up, What You Need To Know"", ""DELL Stock Is Down 12% From All-Time High With Bearish Retail Sentiment \u2014 But Government Contracts Keep Growing"", ""Dell's Momentum Score Jumps As AI Server Revenue Surges Over 750% Amid Data Center Demand"", ""Dell, Amphenol Among 25 Earning A Spot On Top Stock Lists Like The IBD 50 And Big Cap 20"", ""How Trump\u2019s Stock Trading Collides With Presidential Power"", ""Dell (DELL) Stock Surges in 2026 \u2014 AI Server Demand and Record Sales Drive Rally""]",0.036205715128126176,72.0,72.0,62.0,0.036205715128126176
DGX,2026-06-16,"[""Quest Diagnostics Incorporated (DGX) Stock Analysis: A 10% Upside Potential For Investors""]",-0.03710700211007565,35.0,60.0,45.0,-0.03710700211007565
DHR,2026-06-16,"[""Danaher Corporation\u2019s (DHR) Recovery Fell Short of Investor Expectations"", ""Piper Sandler Begins Coverage of Danaher (DHR) While Waiting for New Growth Catalysts"", ""Danaher\u2019s Cepheid Ebola Tests Highlight Diagnostics Role In Global Crises"", ""3 of Wall Street\u2019s Favorite Stocks with Questionable Fundamentals"", ""Jim Cramer on Fortive: \u201cIt\u2019s Nothing Special, Frankly\u201d"", ""Danaher Deepens Diagnostics Reach As Masimo Deal Reshapes Healthcare Focus""]",-0.01742488864492029,-25.0,-15.0,10.0,-0.01742488864492029
DLTR,2026-06-16,"[""Dollar Tree (DLTR) Stock After 27% Monthly Jump Are Valuation Models Too Cautious?"", ""How Dollar Tree\u2019s Upgraded EPS Outlook and Customer Shift Could Impact Dollar Tree (DLTR) Investors"", ""Focus Partners Wealth Raises Stock Position in Dollar Tree, Inc. $DLTR"", ""Paul Reacts To STOCK EARNINGS | Dell, KSS, Cost, Snow, BBY, DLTR Bobby Brown (nSfICVVEvb)"", ""Arrowstreet Capital Limited Partnership Purchases 81,695 Shares of Dollar Tree, Inc. $DLTR"", ""Popular discount retailer gets rid of key store section"", ""Dollar Tree Beauty Push Recasts Customer Mix And Valuation Debate""]",0.028806235352564633,72.0,60.0,35.0,0.028806235352564633
DOC,2026-06-16,"[""Healthpeak sets Aug. 4 Q2 results release, Aug. 5 investor call"", ""Jim Cramer Highlights Healthpeak Properties and Its Strong Dividend Yield""]",-0.005475391215335197,45.0,15.0,25.0,-0.005475391215335197
DOW,2026-06-16,"[""U.S. stock futures are flat after Dow record close on U.S.-Iran deal; SpaceX rallies again: Live updates"", ""Dow climbs more than 450 points for record close as oil tumbles on potential Iran deal"", ""Dow Jones Quant Leaders: 3 Top Stocks As Blue Chips Rally"", ""Stock Market Today: Dow and Nasdaq set for cautious start after best three-day stretch for S&P 500 in 13 months"", ""Stock Market Today: SpaceX Set to Overtake Amazon by Market Cap \u2014 Live Updates"", ""Stock Market Today: Dow Rises Ahead Of Fed Meeting; SpaceX Continues To Soar (Live Coverage)"", ""The Dow Jones of Old China: State-Owned Giants Still Dominating the World\u2019s Second-Largest Economy"", ""Stock Market Today (June 16, 2026): Dow futures hold steady ahead of Fed meeting"", ""Dow Jones Hits Record, Nasdaq Jumps 3% as Iran Deal Lifts Markets"", ""Stock Market Today: S&P 500 Futures Fall, Dow Gains Amid US-Iran Agreement, SPCX Stock Surge\u2014Dave And Bus""]",-0.06583732491569125,42.0,65.0,45.0,-0.06583732491569125
DRI,2026-06-16,"[""DRI Maintained by Citigroup -- Price Target Raised to $245"", ""Oil-Dri (ODC) Stock Valuation Check After Strong Multi Year Returns""]",0.014111441785111145,72.0,12.0,25.0,0.014111441785111145
DUK,2026-06-16,"[""Duke Energy (DUK) Stock Could Be 9.6% Undervalued After DOE Grant And Rate Cuts"", ""Duke Energy funds 54 local history projects in six states"", ""1 Historic Dividend Stock to Buy Hand Over Fist That Just Crossed a Century of Continuous Payouts"", ""Cipher Digital hires former ERCOT director Bill Blevins to lead grid strategy"", ""A Dramatic Shift in Federal Reserve Policy Just Unlocked a New Era for Duke Energy: Its 3.4% Yield Makes It a Rock-Solid Safe-Haven Asset for Retirees"", ""Can GE Vernova's Services Business Drive More Stable Growth?"", ""Is FirstEnergy Stock Underperforming the Dow?""]",-0.02014914298524185,72.0,72.0,35.0,-0.02014914298524185
DVA,2026-06-16,"[""5-Day Rally Sends DaVita Stock Up 9.2%"", ""DaVita (DVA) Stock After 82% YTD Surge Is The Price Still Justified"", ""(DVA) Risk Channels and Responsive Allocation"", ""DaVita vs. Encompass Health: Which Healthcare Stock Is a Better Buy in 2026?"", ""Best Growth Stocks to Buy for June 15th""]",0.0033495882981776854,72.0,65.0,35.0,0.0033495882981776854
DXCM,2026-06-16,"[""Michael Brown files sale notice \u2014 Michael Brown (NASDAQ: DXCM) seeks to sell 1,700 shares"", ""DexCom Inc. stock underperforms Monday when compared to competitors"", ""DXCM Maintained by Piper Sandler -- Price Target Raised to $88"", ""1 Cash-Producing Stock with Impressive Fundamentals and 2 We Find Risky"", ""DexCom, Inc. (DXCM) Stock Analysis: Exploring a 13% Potential Upside in the Healthcare Sector"", ""How G7 CONNECT Trial Results at DexCom (DXCM) Have Changed Its Investment Story"", ""Dexcom Scores Pediatric Expansion For OTC Stelo Glucose Monitor"", ""How (DXCM) Movements Inform Risk Allocation Models"", ""[144] DEXCOM INC SEC Filing""]",-0.05590491747615137,35.0,35.0,25.0,-0.05590491747615137
EBAY,2026-06-16,"[""eBay Inc. (EBAY) Shows Why Trust Tools and Live Selling Still Matter for Marketplace Growth"", ""Panagora Asset Management Inc. Buys 476,277 Shares of eBay Inc. $EBAY"", ""What GameStop (GME)'s $2 Billion Buyback And eBay Bid Mean For Shareholders"", ""Arrowstreet Capital Limited Partnership Raises Holdings in eBay Inc. $EBAY"", ""Payoneer to be acquired by Nuvei in $2.75B all-cash deal"", ""Payoneer to be Acquired by Canada's Nuvei in $2.75 Billion Deal"", ""2 Value Stocks to Target This Week and 1 Facing Challenges"", ""Canada's Nuvei to buy Payoneer for $2.75 billion in cross-border payments push"", ""17,000 coffee makers sold by Amazon and Walmart are being recalled after dozens of reported burn injuries"", ""ThredUp CEO targets eBay in push to become resale 'super app'""]",-0.04006583667805609,35.0,15.0,15.0,-0.04006583667805609
ED,2026-06-16,"[""Are Utilities Stocks Lagging Consolidated Edison (ED) This Year?"", ""Ed Yardeni says he \u2018hasn\u2019t been bullish enough\u2019 on the stock market (SP500:)"", ""Will Revenue Beat But EPS Miss And Reaffirmed Guidance Change Consolidated Edison\u2019s (ED) Narrative?"", ""Bob Dylan Shares Pros and Cons of Turning 80 in Rare Op-Ed: \u2018You\u2019re Harder to Program\u2019"", ""Is Consolidated Edison stock underperforming the S&P 500?"", ""Are Utilities Stocks Lagging  Consolidated Edison (ED) This Year?"", ""Con Edison Incidents Put Safety And Valuation In Investor Focus""]",-0.013380128641571449,-15.0,-5.0,-10.0,-0.013380128641571449
EIX,2026-06-16,"[""Maven Securities LTD Acquires New Holdings in Edison International $EIX"", ""Landscape Capital Management L.L.C. Acquires 44,761 Shares of Edison International $EIX"", ""Entropy Technologies LP Purchases 80,938 Shares of Edison International $EIX"", ""Fieldview Capital Management LLC Makes New Investment in Edison International $EIX""]",0.0019428170190347366,35.0,60.0,25.0,0.0019428170190347366
EME,2026-06-16,"[""Cantor Fitzgerald reiterates Emcor Group stock rating on execution focus"", ""EMCOR GROUP INC (NYSE:EME) Passes the Caviar Cruise Quality Screen with Stellar Fundamentals""]",0.04086153617581564,45.0,72.0,45.0,0.04086153617581564
EOG,2026-06-16,"[""EOG Resources (EOG) Stock Valuation After Higher Capex Plans And Expanded Rig Program"", ""Arax Advisory Partners Lowers Stock Holdings in EOG Resources, Inc. $EOG"", ""Is EOG Resources Inc (EOG) a Bargain After 3.4% Drop? GF Value S"", ""EOG\u2019s Aggressive Rig Ramp and Global Gas Push Could Be A Game Changer For EOG Resources (EOG)"", ""Panagora Asset Management Inc. Sells 237,162 Shares of EOG Resources, Inc. $EOG"", ""EOG Resources, Inc. (NYSE:EOG) Receives Consensus Rating of \""Moderate Buy\"" from Brokerages"", ""Strategic Global Advisors LLC Sells 23,296 Shares of EOG Resources, Inc. $EOG"", ""Resources Management Corp CT ADV Acquires 21,054 Shares of EOG Resources, Inc. $EOG"", ""EOG Resources, Inc. $EOG Shares Sold by Public Employees Retirement Association of Colorado"", ""Epoch Investment Partners Inc. Increases Position in EOG Resources, Inc. $EOG""]",0.005906844083836557,35.0,15.0,10.0,0.005906844083836557
EQR,2026-06-16,"[""EQR.N - | Stock Price & Latest News"", ""AvalonBay And Equity Residential Merger Reshapes Multifamily REIT Valuation Story""]",-0.02515057425555093,45.0,60.0,20.0,-0.02515057425555093
ERIE,2026-06-16,"[""Erie Indemnity Co. Cl A stock outperforms competitors despite losses on the day"", ""(ERIE) Movement Within Algorithmic Entry Frameworks""]",-0.06200144270079214,35.0,5.0,0.0,-0.06200144270079214
ESS,2026-06-16,"[""ESS Tech (NYSE: GWH) gets NYSE notice after 30-day average falls below $1"", ""LM Advisors LLC Sells 4,981 Shares of Essex Property Trust, Inc. $ESS"", ""Entropy Technologies LP Boosts Holdings in Essex Property Trust, Inc. $ESS"", ""American Homes 4 Rent vs. Essex Property Trust: Which Real Estate Stock Is a Better Buy in 2026?""]",-0.015255199659755542,-72.0,5.0,0.0,-0.015255199659755542
ETR,2026-06-16,"[""Entergy Stock: Is ETR Outperforming the Utility Sector?"", ""ETR vs XEL: Which Electric Utility Stock Is a Better Investment Pick?"", ""Entergy (ETR) Stock Valuation Check After Strong Long Term Shareholder Returns"", ""ETR.N - | Stock Price & Latest News"", ""Inflation Test For US Utilities One Growth Engine One Quiet Cash Flow""]",-0.0016905635949647489,35.0,35.0,25.0,-0.0016905635949647489
EVRG,2026-06-16,"[""EVRG (Nasdaq: EVRG) Form 144: insider resale notice for 11,985 shares"", ""Evergy (EVRG) Stock After Data Center Deals And Grid Investment Plans Is Valuation Upside Still Left"", ""Evergy: Data Center Load Is Real, But Already Priced In"", ""Understanding the Setup: (EVRG) and Scalable Risk"", ""Evergy: Power Up Your Portfolio With 3.4% Yield And 5% Dividend Growth (NASDAQ:EVRG)""]",-0.008574505302324635,15.0,15.0,10.0,-0.008574505302324635
EXC,2026-06-16,"[""Exelon (EXC) Stock Valuation Check After Mixed Recent Returns"", ""Illinois storms cut power to 674,600; ComEd says 99% back""]",-0.013951524441941887,-15.0,-5.0,5.0,-0.013951524441941887
EXPE,2026-06-16,"[""Why Expedia (EXPE) Stock Is Up Today"", ""Is Expedia Group Inc (EXPE) Overvalued After 5.4% Rally? GF Valu"", ""Focus Partners Wealth Boosts Holdings in Expedia Group, Inc. $EXPE"", ""BofA Securities Maintains Expedia(EXPE.US) With Buy Rating, Maintains Target Price $310"", ""Silvant Capital Management LLC Makes New $6.71 Million Investment in Expedia Group, Inc. $EXPE"", ""Landscape Capital Management L.L.C. Raises Stock Position in Expedia Group, Inc. $EXPE"", ""Mariner LLC Acquires 53,906 Shares of Expedia Group, Inc. $EXPE"", ""Panagora Asset Management Inc. Purchases 207,562 Shares of Expedia Group, Inc. $EXPE"", ""Expedia Group Leans On B2B AI And CarTrawler To Broaden Travel Mix"", ""How one terrible trip inspired a tech IPO: Navan Co-Founder""]",-0.022745907955595394,72.0,72.0,68.0,-0.022745907955595394
F,2026-06-16,"[""Is Ford Stock Now an AI Play, Too?"", ""(ESG.F) Equity Market Report (ESG.F:CA)"", ""Ford (F) Stock Valuation After Ford Energy Excitement And F-Series Production Recovery"", ""Ford Stock Up 45% Over the Past Year: Buy, Hold or Sell?"", ""NuRAN\u2019s Nasdaq push, C$100M shelf back Africa connectivity build-out"", ""Ford seeks US approval to keep importing China-built Lincoln Nautilus"", ""Global Electric Vehicle Outlook Weaker Than Previously Expected, BloombergNEF Says"", ""EV target takes unexpected turn in one of the world's top markets"", ""Ford Is Fixing Its Biggest Problems. The Hard Part Comes Next."", ""US connected-car rule prompts Ford, other automakers to seek licenses for China-built models\u200b""]",-0.02081888923744439,15.0,15.0,10.0,-0.02081888923744439
FAST,2026-06-16,"[""Tesla Stock And Two Fast Growing Insider Plays To Watch"", ""Stock Market Surges on US, Iran Deal. Problem Solved? Not So Fast"", ""$100K in gear and 500 vests fuel 2026 Special Olympics USA Games"", ""Fox is buying Roku in latest streaming TV consolidation deal. Stock prices fall for both companies"", ""Ternium (TX) Shows Fast-paced Momentum But Is Still a Bargain Stock"", ""Salesforce Stock: A New Breakdown Point Could Be Coming Fast (Rating Downgrade) (NYSE:CRM)"", ""FDA Fast Tracks new gastric cancer antibody from NovaBridge"", ""Fast-paced Momentum Stock DHL Group Sponsored ADR (DHLGY) Is Still Trading at a Bargain"", ""Fastenal (NASDAQ: FAST) director Vishal Talwar files amended Form 3/A"", ""Fast-paced Momentum Stock Stitch Fix (SFIX) Is Still Trading at a Bargain""]",0.0015200802602377405,-15.0,20.0,0.0,0.0015200802602377405
FDS,2026-06-16,"[""FactSet (FDS) Stock Valuation After Steady Guidance And Recurring Revenue Strength"", ""Did FactSet\u2019s (FDS) Steady Results and Dividend Signal Quietly Reinforce Its Durable Cash Flow Story?"", ""How Global X Fds (BOTZ) Affects Rotational Strategy Timing"", ""How Global X Fds (ALTY) Affects Rotational Strategy Timing"", ""Groupe Dynamite Q1 Adjusted Earnings and Revenue Jump; Tweaks FY26 Guidance"", ""High Tide Shares Jump 15% After Hours as Its Fiscal Q2 Profit and Record Revenue Top Estimates""]",-0.07972723790222608,45.0,35.0,15.0,-0.07972723790222608
